Case_ID,Activity,Timestamp,CO2_Impact,Activity_Cost
EMP0014,Training Module 1,2024-05-17 12:00:42,0.14,85.08
EMP0014,Training Module 2,2024-06-01 16:00:42,0.22,466.37
EMP0015,First Week Check-in,2022-02-19 19:03:14,1.8,374.89
EMP0015,Introduction Session,2022-03-06 01:03:14,0.88,196.12
EMP0015,Complete Documentation,2022-03-14 11:03:14,0.76,294.1
EMP0015,IT Setup,2022-03-24 13:03:14,1.45,112.41
EMP0015,Training Module 1,2022-04-08 22:03:14,1.59,458.6
EMP0015,Training Module 2,2022-04-12 08:03:14,0.46,90.29
EMP0016,First Week Check-in,2022-03-24 15:25:55,1.42,135.17
EMP0016,Introduction Session,2022-03-26 00:25:55,1.91,250.37
EMP0016,Complete Documentation,2022-04-09 01:25:55,1.74,394.95
EMP0016,IT Setup,2022-04-10 12:25:55,0.87,339.71
EMP0016,Training Module 1,2022-04-21 16:25:55,0.77,434.79
EMP0016,Training Module 2,2022-05-01 01:25:55,0.49,81.55
EMP0017,First Week Check-in,2020-07-18 00:05:39,1.86,244.06
EMP0017,Introduction Session,2020-07-20 07:05:39,0.24,419.89
EMP0017,Complete Documentation,2020-07-22 10:05:39,0.51,416.28
EMP0017,IT Setup,2020-08-02 16:05:39,1.3,142.71
EMP0017,Training Module 1,2020-08-12 02:05:39,1.84,112.36
EMP0017,Training Module 2,2020-08-18 14:05:39,0.82,95.63
EMP0018,First Week Check-in,2022-04-25 01:37:06,0.64,240.73
EMP0018,Introduction Session,2022-05-08 10:37:06,0.59,95.57
EMP0018,Complete Documentation,2022-05-22 18:37:06,1.34,307.69
EMP0018,IT Setup,2022-06-05 03:37:06,0.56,248.1
EMP0018,Training Module 1,2022-06-10 15:37:06,0.45,349.55
EMP0018,Training Module 2,2022-06-18 01:37:06,1.47,139.35
EMP0019,First Week Check-in,2022-04-29 16:58:50,1.41,254.5
EMP0019,Introduction Session,2022-05-03 00:58:50,0.13,468.67
EMP0019,Complete Documentation,2022-05-17 08:58:50,1.07,419.85
EMP0019,IT Setup,2022-06-01 20:58:50,1.27,266.25
EMP0019,Training Module 1,2022-06-13 01:58:50,0.16,432.84
EMP0019,Training Module 2,2022-06-24 12:58:50,0.4,218.18
EMP0020,First Week Check-in,2021-05-21 18:18:25,0.13,182.39
EMP0020,Introduction Session,2021-06-02 06:18:25,1.76,170.15
EMP0020,Complete Documentation,2021-06-13 13:18:25,1.39,331.3
EMP0020,IT Setup,2021-06-15 15:18:25,0.34,222.83
EMP0020,Training Module 1,2021-06-18 21:18:25,0.77,222.27
EMP0020,Training Module 2,2021-06-26 07:18:25,0.4,456.24
EMP0021,First Week Check-in,2022-05-10 01:10:23,0.59,75.94
EMP0021,Introduction Session,2022-05-25 11:10:23,0.6,72.0
EMP0021,Complete Documentation,2022-06-09 21:10:23,1.05,427.32
EMP0021,IT Setup,2022-06-12 01:10:23,0.3,136.13
EMP0021,Training Module 1,2022-06-16 09:10:23,1.04,120.34
EMP0021,Training Module 2,2022-06-30 21:10:23,1.98,418.67
EMP0022,First Week Check-in,2020-04-08 21:56:18,1.08,347.24
EMP0022,Introduction Session,2020-04-10 02:56:18,1.29,473.12
EMP0022,Complete Documentation,2020-04-17 09:56:18,1.61,417.22
EMP0022,IT Setup,2020-05-02 21:56:18,1.81,136.31
EMP0022,Training Module 1,2020-05-05 05:56:18,1.43,266.67
EMP0022,Training Module 2,2020-05-17 08:56:18,0.64,287.26
EMP0023,First Week Check-in,2024-07-28 10:07:03,0.9,139.78
EMP0023,Introduction Session,2024-08-03 18:07:03,0.92,325.33
EMP0023,Complete Documentation,2024-08-12 21:07:03,1.55,81.82
EMP0023,IT Setup,2024-08-19 02:07:03,1.26,302.32
EMP0023,Training Module 1,2024-08-29 04:07:03,0.54,115.12
EMP0023,Training Module 2,2024-09-08 12:07:03,0.16,53.01
EMP0024,First Week Check-in,2023-07-20 14:30:08,1.25,311.42
EMP0024,Introduction Session,2023-08-04 22:30:08,1.17,479.64
EMP0024,Complete Documentation,2023-08-20 05:30:08,0.61,164.75
EMP0024,IT Setup,2023-08-22 17:30:08,1.59,130.86
EMP0024,Training Module 1,2023-08-26 19:30:08,1.75,253.59
EMP0024,Training Module 2,2023-09-10 19:30:08,0.17,362.87
EMP0025,First Week Check-in,2023-02-11 18:53:49,0.89,295.23
EMP0025,Introduction Session,2023-02-14 04:53:49,0.84,255.2
EMP0025,Complete Documentation,2023-02-19 11:53:49,0.82,450.88
EMP0025,IT Setup,2023-02-21 15:53:49,1.29,492.77
EMP0025,Training Module 1,2023-02-25 02:53:49,0.54,340.19
EMP0025,Training Module 2,2023-02-26 09:53:49,0.75,115.85
EMP0026,First Week Check-in,2021-09-29 23:59:04,0.83,238.96
EMP0026,Introduction Session,2021-10-04 02:59:04,1.12,319.59
EMP0026,Complete Documentation,2021-10-15 07:59:04,1.39,495.08
EMP0026,IT Setup,2021-10-30 15:59:04,1.19,174.08
EMP0026,Training Module 1,2021-11-14 16:59:04,0.55,209.98
EMP0026,Training Module 2,2021-11-26 16:59:04,1.46,462.96
EMP0027,First Week Check-in,2024-10-04 15:08:35,0.89,81.92
EMP0027,Introduction Session,2024-10-06 15:08:35,0.84,391.4
EMP0027,Complete Documentation,2024-10-20 20:08:35,0.7,477.56
EMP0027,IT Setup,2024-10-26 08:08:35,2.0,461.32
EMP0027,Training Module 1,2024-10-28 13:08:35,0.93,404.16
EMP0027,Training Module 2,2024-11-09 21:08:35,0.42,473.82
EMP0028,First Week Check-in,2021-07-23 00:42:37,1.42,359.72
EMP0028,Introduction Session,2021-08-07 07:42:37,0.89,485.35
EMP0028,Complete Documentation,2021-08-22 17:42:37,0.35,267.12
EMP0028,IT Setup,2021-09-04 02:42:37,1.96,330.29
EMP0028,Training Module 1,2021-09-06 09:42:37,1.19,461.41
EMP0028,Training Module 2,2021-09-19 13:42:37,0.97,351.04
EMP0029,First Week Check-in,2023-08-14 23:23:37,1.9,315.23
EMP0029,Introduction Session,2023-08-22 03:23:37,0.11,450.06
EMP0029,Complete Documentation,2023-09-01 05:23:37,1.06,109.44
EMP0029,IT Setup,2023-09-02 09:23:37,0.73,403.76
EMP0029,Training Module 1,2023-09-04 19:23:37,1.43,173.2
EMP0029,Training Module 2,2023-09-19 01:23:37,0.11,61.49
EMP0030,First Week Check-in,2023-12-20 10:56:48,1.26,403.97
EMP0030,Introduction Session,2023-12-29 16:56:48,1.74,463.28
EMP0030,Complete Documentation,2024-01-03 04:56:48,1.3,343.29
EMP0030,IT Setup,2024-01-18 16:56:48,1.33,288.2
EMP0030,Training Module 1,2024-01-25 01:56:48,1.63,191.96
EMP0030,Training Module 2,2024-01-29 05:56:48,0.14,355.34
EMP0031,First Week Check-in,2021-07-05 12:21:17,1.81,253.45
EMP0031,Introduction Session,2021-07-15 15:21:17,1.96,161.63
EMP0031,Complete Documentation,2021-07-17 22:21:17,1.03,355.06
EMP0031,IT Setup,2021-07-22 02:21:17,0.39,316.41
EMP0031,Training Module 1,2021-07-27 14:21:17,0.6,246.16
EMP0031,Training Module 2,2021-08-08 22:21:17,1.79,191.18
EMP0032,First Week Check-in,2020-07-01 01:12:03,0.76,305.12
EMP0032,Introduction Session,2020-07-09 01:12:03,0.33,340.68
EMP0032,Complete Documentation,2020-07-18 01:12:03,1.43,207.31
EMP0032,IT Setup,2020-07-24 09:12:03,0.46,55.49
EMP0032,Training Module 1,2020-08-04 15:12:03,0.66,52.69
EMP0032,Training Module 2,2020-08-12 18:12:03,0.97,370.31
EMP0033,First Week Check-in,2023-08-21 21:48:32,1.57,316.01
EMP0033,Introduction Session,2023-08-26 01:48:32,0.66,221.24
EMP0033,Complete Documentation,2023-08-28 12:48:32,0.45,479.72
EMP0033,IT Setup,2023-09-04 22:48:32,0.27,220.25
EMP0033,Training Module 1,2023-09-18 06:48:32,0.2,367.58
EMP0033,Training Module 2,2023-10-03 14:48:32,1.94,435.01
EMP0034,First Week Check-in,2021-11-25 23:28:12,0.2,414.12
EMP0034,Introduction Session,2021-12-04 00:28:12,1.43,214.32
EMP0034,Complete Documentation,2021-12-13 02:28:12,1.53,392.86
EMP0034,IT Setup,2021-12-20 11:28:12,1.31,305.0
EMP0034,Training Module 1,2021-12-23 12:28:12,1.07,368.11
EMP0034,Training Module 2,2022-01-05 23:28:12,0.26,268.38
EMP0035,First Week Check-in,2020-10-25 17:06:02,0.11,334.87
EMP0035,Introduction Session,2020-11-04 19:06:02,0.62,242.53
EMP0035,Complete Documentation,2020-11-08 01:06:02,1.87,207.06
EMP0035,IT Setup,2020-11-21 13:06:02,0.71,247.33
EMP0035,Training Module 1,2020-11-30 14:06:02,0.22,391.76
EMP0035,Training Module 2,2020-12-13 21:06:02,0.41,114.72
EMP0036,First Week Check-in,2023-10-12 22:32:02,1.63,250.63
EMP0036,Introduction Session,2023-10-25 00:32:02,1.68,313.76
EMP0036,Complete Documentation,2023-11-02 12:32:02,0.21,369.08
EMP0036,IT Setup,2023-11-07 21:32:02,0.8,228.05
EMP0036,Training Module 1,2023-11-21 08:32:02,1.94,164.89
EMP0036,Training Module 2,2023-12-03 19:32:02,0.79,264.29
EMP0037,First Week Check-in,2022-12-12 17:03:58,1.86,318.1
EMP0037,Introduction Session,2022-12-14 19:03:58,1.57,116.01
EMP0037,Complete Documentation,2022-12-29 05:03:58,1.29,441.44
EMP0037,IT Setup,2023-01-05 06:03:58,1.52,486.01
EMP0037,Training Module 1,2023-01-18 18:03:58,1.52,464.52
EMP0037,Training Module 2,2023-01-26 20:03:58,0.32,384.86
EMP0038,First Week Check-in,2024-09-09 20:37:35,0.14,217.1
EMP0038,Introduction Session,2024-09-23 06:37:35,1.88,292.51
EMP0038,Complete Documentation,2024-10-01 14:37:35,1.07,240.48
EMP0038,IT Setup,2024-10-08 01:37:35,1.64,260.84
EMP0038,Training Module 1,2024-10-20 13:37:35,0.67,282.98
EMP0038,Training Module 2,2024-10-28 18:37:35,0.62,56.67
EMP0039,First Week Check-in,2023-10-22 13:17:01,0.69,228.49
EMP0039,Introduction Session,2023-11-04 23:17:01,0.8,219.03
EMP0039,Complete Documentation,2023-11-20 02:17:01,1.09,357.27
EMP0039,IT Setup,2023-11-27 07:17:01,1.26,140.71
EMP0039,Training Module 1,2023-12-03 10:17:01,0.38,465.47
EMP0039,Training Module 2,2023-12-16 12:17:01,1.69,253.07
EMP0040,First Week Check-in,2020-02-04 18:50:21,1.14,80.37
EMP0040,Introduction Session,2020-02-13 06:50:21,1.41,235.12
EMP0040,Complete Documentation,2020-02-28 17:50:21,0.46,70.4
EMP0040,IT Setup,2020-03-07 18:50:21,1.55,139.81
EMP0040,Training Module 1,2020-03-22 04:50:21,0.85,205.4
EMP0040,Training Module 2,2020-03-31 15:50:21,0.18,496.87
EMP0041,First Week Check-in,2022-03-01 21:58:05,0.39,257.1
EMP0041,Introduction Session,2022-03-13 09:58:05,1.35,262.06
EMP0041,Complete Documentation,2022-03-24 12:58:05,1.87,402.17
EMP0041,IT Setup,2022-04-06 19:58:05,1.21,67.5
EMP0041,Training Module 1,2022-04-17 20:58:05,1.26,74.8
EMP0041,Training Module 2,2022-04-23 21:58:05,1.99,441.84
EMP0042,First Week Check-in,2024-12-04 01:58:08,1.1,181.09
EMP0042,Introduction Session,2024-12-19 12:58:08,1.8,82.39
EMP0042,Complete Documentation,2024-12-24 21:58:08,0.17,375.2
EMP0042,IT Setup,2025-01-01 00:58:08,1.39,75.99
EMP0042,Training Module 1,2025-01-06 01:58:08,0.75,334.28
EMP0042,Training Module 2,2025-01-13 12:58:08,0.39,123.14
EMP0043,First Week Check-in,2023-06-30 01:48:59,0.89,202.33
EMP0043,Introduction Session,2023-07-11 02:48:59,1.35,407.61
EMP0043,Complete Documentation,2023-07-18 04:48:59,1.97,93.59
EMP0043,IT Setup,2023-07-19 08:48:59,0.95,356.67
EMP0043,Training Module 1,2023-07-20 14:48:59,0.8,319.9
EMP0043,Training Module 2,2023-07-31 17:48:59,0.6,469.93
EMP0044,First Week Check-in,2022-07-24 17:20:43,1.55,266.1
EMP0044,Introduction Session,2022-08-05 04:20:43,0.12,453.4
EMP0044,Complete Documentation,2022-08-06 07:20:43,0.56,100.76
EMP0044,IT Setup,2022-08-17 17:20:43,1.54,76.05
EMP0044,Training Module 1,2022-08-21 03:20:43,1.17,466.34
EMP0044,Training Module 2,2022-09-01 09:20:43,0.52,176.73
EMP0045,First Week Check-in,2024-10-27 03:37:02,1.96,261.96
EMP0045,Introduction Session,2024-11-09 11:37:02,1.98,91.0
EMP0045,Complete Documentation,2024-11-16 21:37:02,1.15,352.94
EMP0045,IT Setup,2024-11-19 02:37:02,1.48,125.4
EMP0045,Training Module 1,2024-11-20 09:37:02,0.6,70.24
EMP0045,Training Module 2,2024-11-29 13:37:02,1.62,398.39
EMP0046,First Week Check-in,2020-05-25 22:47:38,0.2,347.49
EMP0046,Introduction Session,2020-05-29 07:47:38,1.72,138.94
EMP0046,Complete Documentation,2020-06-11 16:47:38,0.72,346.86
EMP0046,IT Setup,2020-06-17 22:47:38,1.8,279.72
EMP0046,Training Module 1,2020-06-19 22:47:38,1.76,281.35
EMP0046,Training Module 2,2020-06-28 22:47:38,1.76,487.43
EMP0047,First Week Check-in,2023-06-27 18:28:41,0.24,304.48
EMP0047,Introduction Session,2023-07-10 20:28:41,0.92,423.87
EMP0047,Complete Documentation,2023-07-12 08:28:41,0.65,247.14
EMP0047,IT Setup,2023-07-27 12:28:41,0.71,302.86
EMP0047,Training Module 1,2023-08-08 12:28:41,0.47,370.07
EMP0047,Training Module 2,2023-08-10 16:28:41,1.14,401.09
EMP0048,First Week Check-in,2020-04-18 16:39:35,1.03,468.81
EMP0048,Introduction Session,2020-05-01 04:39:35,1.57,315.49
EMP0048,Complete Documentation,2020-05-06 07:39:35,1.54,85.93
EMP0048,IT Setup,2020-05-08 07:39:35,0.2,91.06
EMP0048,Training Module 1,2020-05-09 13:39:35,1.99,292.33
EMP0048,Training Module 2,2020-05-21 20:39:35,0.39,394.06
EMP0049,First Week Check-in,2024-09-04 15:40:37,0.98,340.29
EMP0049,Introduction Session,2024-09-10 01:40:37,0.11,202.23
EMP0049,Complete Documentation,2024-09-15 12:40:37,1.72,238.51
EMP0049,IT Setup,2024-09-24 17:40:37,0.64,316.1
EMP0049,Training Module 1,2024-09-28 22:40:37,0.31,284.94
EMP0049,Training Module 2,2024-10-12 00:40:37,0.29,313.23
EMP0050,First Week Check-in,2020-04-22 13:16:43,1.53,198.6
EMP0050,Introduction Session,2020-04-27 21:16:43,0.36,388.94
EMP0050,Complete Documentation,2020-05-07 01:16:43,1.83,421.73
EMP0050,IT Setup,2020-05-19 10:16:43,0.45,171.72
EMP0050,Training Module 1,2020-05-26 18:16:43,1.2,214.77
EMP0050,Training Module 2,2020-05-29 21:16:43,1.54,221.4
EMP0051,First Week Check-in,2022-12-25 21:47:29,1.17,53.02
EMP0051,Introduction Session,2023-01-04 03:47:29,1.77,184.77
EMP0051,Complete Documentation,2023-01-14 05:47:29,1.15,144.8
EMP0051,IT Setup,2023-01-24 17:47:29,1.44,209.79
EMP0051,Training Module 1,2023-02-03 04:47:29,1.24,303.57
EMP0051,Training Module 2,2023-02-12 04:47:29,1.5,278.66
EMP0052,First Week Check-in,2022-09-14 16:37:56,0.95,498.48
EMP0052,Introduction Session,2022-09-25 16:37:56,1.61,369.42
EMP0052,Complete Documentation,2022-09-28 19:37:56,0.35,276.67
EMP0052,IT Setup,2022-10-08 19:37:56,1.93,217.56
EMP0052,Training Module 1,2022-10-11 06:37:56,1.58,481.62
EMP0052,Training Module 2,2022-10-14 16:37:56,0.64,446.94
EMP0053,First Week Check-in,2022-04-28 20:12:47,0.49,75.65
EMP0053,Introduction Session,2022-05-07 01:12:47,1.1,346.41
EMP0053,Complete Documentation,2022-05-20 08:12:47,0.95,242.08
EMP0053,IT Setup,2022-05-27 18:12:47,0.64,357.27
EMP0053,Training Module 1,2022-06-05 23:12:47,1.75,317.69
EMP0053,Training Module 2,2022-06-17 04:12:47,0.24,299.0
EMP0054,First Week Check-in,2022-09-11 20:34:01,0.88,308.87
EMP0054,Introduction Session,2022-09-13 01:34:01,0.53,308.09
EMP0054,Complete Documentation,2022-09-22 04:34:01,1.22,106.8
EMP0054,IT Setup,2022-09-28 16:34:01,1.26,183.73
EMP0054,Training Module 1,2022-10-03 01:34:01,0.54,169.59
EMP0054,Training Module 2,2022-10-15 10:34:01,1.28,169.49
EMP0055,First Week Check-in,2024-09-05 00:01:28,1.92,211.43
EMP0055,Introduction Session,2024-09-14 12:01:28,1.2,479.41
EMP0055,Complete Documentation,2024-09-15 17:01:28,0.2,293.57
EMP0055,IT Setup,2024-09-17 19:01:28,1.17,224.23
EMP0055,Training Module 1,2024-09-20 22:01:28,0.87,472.33
EMP0055,Training Module 2,2024-10-01 02:01:28,1.2,249.01
EMP0056,First Week Check-in,2022-11-17 15:22:42,1.99,410.28
EMP0056,Introduction Session,2022-11-21 01:22:42,1.62,340.54
EMP0056,Complete Documentation,2022-11-30 01:22:42,1.4,464.43
EMP0056,IT Setup,2022-12-12 08:22:42,1.52,473.78
EMP0056,Training Module 1,2022-12-16 09:22:42,1.94,179.43
EMP0056,Training Module 2,2022-12-25 19:22:42,0.14,432.2
EMP0057,First Week Check-in,2020-01-09 16:39:15,0.66,384.87
EMP0057,Introduction Session,2020-01-19 00:39:15,0.99,333.15
EMP0057,Complete Documentation,2020-01-20 02:39:15,0.63,130.87
EMP0057,IT Setup,2020-02-03 10:39:15,0.74,196.48
EMP0057,Training Module 1,2020-02-14 10:39:15,0.86,53.64
EMP0057,Training Module 2,2020-02-27 22:39:15,0.96,313.78
EMP0058,First Week Check-in,2022-01-19 18:17:17,1.92,428.58
EMP0058,Introduction Session,2022-01-26 21:17:17,1.9,245.02
EMP0058,Complete Documentation,2022-02-10 09:17:17,1.73,374.71
EMP0058,IT Setup,2022-02-20 11:17:17,1.0,458.07
EMP0058,Training Module 1,2022-03-03 15:17:17,0.19,436.25
EMP0058,Training Module 2,2022-03-18 00:17:17,1.02,246.54
EMP0059,First Week Check-in,2024-03-24 23:34:41,1.76,221.83
EMP0059,Introduction Session,2024-03-30 11:34:41,0.96,77.97
EMP0059,Complete Documentation,2024-04-08 23:34:41,1.79,268.23
EMP0059,IT Setup,2024-04-16 06:34:41,0.91,51.79
EMP0059,Training Module 1,2024-04-27 07:34:41,1.19,318.31
EMP0059,Training Module 2,2024-05-05 17:34:41,0.12,336.15
EMP0060,First Week Check-in,2023-01-13 12:00:12,1.15,135.08
EMP0060,Introduction Session,2023-01-23 14:00:12,1.47,145.76
EMP0060,Complete Documentation,2023-02-06 17:00:12,1.17,61.07
EMP0060,IT Setup,2023-02-16 20:00:12,0.16,50.69
EMP0060,Training Module 1,2023-02-25 23:00:12,0.86,334.44
EMP0060,Training Module 2,2023-03-03 00:00:12,0.4,175.03
EMP0061,First Week Check-in,2024-02-15 18:17:06,1.32,316.53
EMP0061,Introduction Session,2024-02-26 20:17:06,1.85,281.87
EMP0061,Complete Documentation,2024-03-06 08:17:06,0.1,190.0
EMP0061,IT Setup,2024-03-08 14:17:06,1.42,154.81
EMP0061,Training Module 1,2024-03-24 01:17:06,1.36,298.6
EMP0061,Training Module 2,2024-04-05 02:17:06,1.45,239.74
EMP0062,First Week Check-in,2020-02-11 03:34:25,1.38,71.56
EMP0062,Introduction Session,2020-02-13 05:34:25,0.37,420.21
EMP0062,Complete Documentation,2020-02-28 06:34:25,1.8,385.56
EMP0062,IT Setup,2020-03-07 14:34:25,0.51,234.68
EMP0062,Training Module 1,2020-03-19 17:34:25,0.99,66.04
EMP0062,Training Module 2,2020-04-03 21:34:25,1.0,209.49
EMP0063,First Week Check-in,2022-03-31 19:27:11,1.65,56.95
EMP0063,Introduction Session,2022-04-10 22:27:11,0.2,346.81
EMP0063,Complete Documentation,2022-04-26 04:27:11,0.31,423.58
EMP0063,IT Setup,2022-05-01 06:27:11,1.09,295.87
EMP0063,Training Module 1,2022-05-05 17:27:11,0.34,191.52
EMP0063,Training Module 2,2022-05-14 02:27:11,1.03,313.09
EMP0064,First Week Check-in,2023-11-23 14:49:41,0.29,105.59
EMP0064,Introduction Session,2023-11-26 21:49:41,0.36,346.53
EMP0064,Complete Documentation,2023-12-01 03:49:41,1.58,498.73
EMP0064,IT Setup,2023-12-16 08:49:41,1.95,126.87
EMP0064,Training Module 1,2023-12-29 19:49:41,0.59,94.81
EMP0064,Training Module 2,2024-01-11 06:49:41,0.19,199.02
EMP0065,First Week Check-in,2020-10-30 14:47:47,0.79,473.22
EMP0065,Introduction Session,2020-11-09 16:47:47,1.48,396.12
EMP0065,Complete Documentation,2020-11-23 23:47:47,0.6,80.74
EMP0065,IT Setup,2020-11-25 01:47:47,0.72,204.39
EMP0065,Training Module 1,2020-11-27 01:47:47,1.67,366.52
EMP0065,Training Module 2,2020-12-01 13:47:47,1.1,402.34
EMP0066,First Week Check-in,2024-08-01 18:29:21,1.81,250.89
EMP0066,Introduction Session,2024-08-03 00:29:21,0.67,351.79
EMP0066,Complete Documentation,2024-08-06 09:29:21,1.03,441.01
EMP0066,IT Setup,2024-08-19 20:29:21,0.93,435.88
EMP0066,Training Module 1,2024-08-31 00:29:21,1.75,465.97
EMP0066,Training Module 2,2024-09-11 01:29:21,0.32,87.7
EMP0067,First Week Check-in,2020-09-19 23:10:48,0.2,91.1
EMP0067,Introduction Session,2020-09-27 01:10:48,1.48,51.87
EMP0067,Complete Documentation,2020-10-09 02:10:48,0.2,442.36
EMP0067,IT Setup,2020-10-23 05:10:48,1.55,479.0
EMP0067,Training Module 1,2020-11-02 11:10:48,1.28,349.31
EMP0067,Training Module 2,2020-11-06 20:10:48,0.16,308.64
EMP0068,First Week Check-in,2021-07-20 23:05:26,0.67,158.38
EMP0068,Introduction Session,2021-07-25 02:05:26,1.68,215.06
EMP0068,Complete Documentation,2021-07-31 07:05:26,1.23,467.93
EMP0068,IT Setup,2021-08-15 08:05:26,0.95,210.03
EMP0068,Training Module 1,2021-08-26 19:05:26,1.32,301.88
