Case_ID,Activity,Timestamp,CO2_Impact,Activity_Cost
EMP00027,Feedback Collection,2020-03-28 22:30:36,1.07,310.23
EMP00028,First Week Check-in,2020-09-04 16:27:16,1.34,188.51
EMP00028,Introduction Session,2020-09-11 22:27:16,1.73,199.73
EMP00028,Complete Documentation,2020-09-18 00:27:16,1.77,108.23
EMP00028,IT Setup,2020-09-29 08:27:16,0.36,218.62
EMP00028,Training Module 1,2020-10-02 15:27:16,1.2,243.98
EMP00028,Training Module 2,2020-10-04 01:27:16,1.84,231.02
EMP00028,Welcome Package Distribution,2020-10-08 06:27:16,0.7,235.49
EMP00028,Feedback Collection,2020-10-09 08:27:16,1.51,216.9
EMP00029,First Week Check-in,2020-10-21 18:47:28,1.63,377.41
EMP00029,Introduction Session,2020-10-26 21:47:28,1.45,112.41
EMP00029,Complete Documentation,2020-11-09 07:47:28,1.41,304.28
EMP00029,IT Setup,2020-11-20 14:47:28,1.64,258.74
EMP00029,Training Module 1,2020-11-28 20:47:28,0.61,126.59
EMP00029,Training Module 2,2020-12-12 04:47:28,0.55,217.75
EMP00029,Welcome Package Distribution,2020-12-27 16:47:28,1.37,435.51
EMP00029,Feedback Collection,2021-01-12 03:47:28,1.19,304.14
EMP00030,First Week Check-in,2020-01-28 20:46:24,1.39,332.96
EMP00030,Introduction Session,2020-02-05 08:46:24,1.93,315.19
EMP00030,Complete Documentation,2020-02-13 19:46:24,0.82,299.31
EMP00030,IT Setup,2020-02-26 06:46:24,0.52,344.25
EMP00030,Training Module 1,2020-03-01 11:46:24,1.07,311.91
EMP00030,Training Module 2,2020-03-12 12:46:24,1.63,387.78
EMP00030,Welcome Package Distribution,2020-03-13 14:46:24,0.49,130.1
EMP00030,Feedback Collection,2020-03-25 00:46:24,0.3,351.02
EMP00031,First Week Check-in,2020-05-27 18:29:02,0.81,354.33
EMP00031,Introduction Session,2020-06-08 19:29:02,1.01,374.28
EMP00031,Complete Documentation,2020-06-19 06:29:02,0.58,462.44
EMP00031,IT Setup,2020-06-27 08:29:02,0.25,373.45
EMP00031,Training Module 1,2020-07-01 17:29:02,1.13,310.85
EMP00031,Training Module 2,2020-07-12 20:29:02,1.16,444.89
EMP00031,Welcome Package Distribution,2020-07-25 03:29:02,0.34,147.6
EMP00031,Feedback Collection,2020-08-02 09:29:02,1.33,346.47
EMP00032,First Week Check-in,2020-04-08 00:21:23,1.92,427.26
EMP00032,Introduction Session,2020-04-13 00:21:23,0.59,151.03
EMP00032,Complete Documentation,2020-04-23 00:21:23,0.26,339.39
EMP00032,IT Setup,2020-04-27 08:21:23,1.54,307.22
EMP00032,Training Module 1,2020-05-08 08:21:23,1.12,216.47
EMP00032,Training Module 2,2020-05-17 11:21:23,1.6,219.05
EMP00032,Welcome Package Distribution,2020-05-26 21:21:23,1.33,91.79
EMP00032,Feedback Collection,2020-06-05 09:21:23,1.61,251.2
EMP00033,First Week Check-in,2020-03-17 17:22:50,0.16,330.86
EMP00033,Introduction Session,2020-03-20 23:22:50,0.18,237.99
EMP00033,Complete Documentation,2020-03-22 11:22:50,1.12,375.6
EMP00033,IT Setup,2020-03-28 17:22:50,0.77,433.53
EMP00033,Training Module 1,2020-04-05 19:22:50,0.59,150.05
EMP00033,Training Module 2,2020-04-16 22:22:50,0.34,189.44
EMP00033,Welcome Package Distribution,2020-04-22 03:22:50,1.13,190.46
EMP00033,Feedback Collection,2020-05-07 06:22:50,1.42,351.35
EMP00034,First Week Check-in,2020-02-04 16:23:54,0.96,369.39
EMP00034,Introduction Session,2020-02-15 20:23:54,0.73,128.0
EMP00034,Complete Documentation,2020-02-24 20:23:54,1.35,339.71
EMP00034,IT Setup,2020-03-11 05:23:54,1.44,415.16
EMP00034,Training Module 1,2020-03-13 05:23:54,1.35,331.06
EMP00034,Training Module 2,2020-03-18 11:23:54,0.2,478.88
EMP00034,Welcome Package Distribution,2020-03-21 15:23:54,1.45,87.4
EMP00034,Feedback Collection,2020-03-29 19:23:54,1.28,308.82
EMP00035,First Week Check-in,2020-07-07 16:33:53,1.42,283.34
EMP00035,Introduction Session,2020-07-16 00:33:53,0.91,434.78
EMP00035,Complete Documentation,2020-07-24 07:33:53,0.47,420.38
EMP00035,IT Setup,2020-07-29 10:33:53,0.19,478.88
EMP00035,Training Module 1,2020-08-09 21:33:53,1.85,310.46
EMP00035,Training Module 2,2020-08-22 03:33:53,1.68,68.49
EMP00035,Welcome Package Distribution,2020-09-03 06:33:53,1.11,63.34
EMP00035,Feedback Collection,2020-09-08 18:33:53,1.22,215.43
EMP00036,First Week Check-in,2020-07-25 17:09:14,0.71,86.63
EMP00036,Introduction Session,2020-07-28 04:09:14,0.92,148.1
EMP00036,Complete Documentation,2020-08-01 05:09:14,0.95,260.14
EMP00036,IT Setup,2020-08-15 16:09:14,1.38,267.52
EMP00036,Training Module 1,2020-08-23 18:09:14,0.51,487.17
EMP00036,Training Module 2,2020-09-05 00:09:14,1.2,475.55
EMP00036,Welcome Package Distribution,2020-09-07 07:09:14,0.92,79.6
EMP00036,Feedback Collection,2020-09-15 07:09:14,1.29,81.89
EMP00037,First Week Check-in,2020-12-31 14:58:42,0.76,416.02
EMP00037,Introduction Session,2021-01-07 18:58:42,0.31,403.27
EMP00037,Complete Documentation,2021-01-09 18:58:42,0.98,62.8
EMP00037,IT Setup,2021-01-14 22:58:42,0.48,370.72
EMP00037,Training Module 1,2021-01-26 08:58:42,0.55,116.39
EMP00037,Training Module 2,2021-02-05 11:58:42,0.17,268.92
EMP00037,Welcome Package Distribution,2021-02-09 12:58:42,0.12,342.45
EMP00037,Feedback Collection,2021-02-23 16:58:42,0.71,64.28
EMP00038,First Week Check-in,2020-09-06 09:50:36,0.36,54.23
EMP00038,Introduction Session,2020-09-07 12:50:36,1.78,303.59
EMP00038,Complete Documentation,2020-09-22 19:50:36,1.62,189.52
EMP00038,IT Setup,2020-09-29 01:50:36,1.43,215.94
EMP00038,Training Module 1,2020-10-10 01:50:36,1.79,325.61
EMP00038,Training Module 2,2020-10-14 05:50:36,1.44,276.26
EMP00038,Welcome Package Distribution,2020-10-19 06:50:36,1.1,473.86
EMP00038,Feedback Collection,2020-10-24 06:50:36,1.91,424.41
EMP00039,First Week Check-in,2020-01-05 20:27:50,1.02,492.21
EMP00039,Introduction Session,2020-01-09 03:27:50,1.32,323.27
EMP00039,Complete Documentation,2020-01-20 14:27:50,1.98,349.99
EMP00039,IT Setup,2020-01-24 23:27:50,1.95,489.07
EMP00039,Training Module 1,2020-02-05 00:27:50,1.6,229.26
EMP00039,Training Module 2,2020-02-12 12:27:50,1.61,126.25
EMP00039,Welcome Package Distribution,2020-02-23 22:27:50,1.12,92.14
EMP00039,Feedback Collection,2020-03-03 10:27:50,1.92,255.97
EMP00040,First Week Check-in,2020-05-24 21:57:50,0.93,487.06
EMP00040,Introduction Session,2020-06-08 04:57:50,0.74,330.54
EMP00040,Complete Documentation,2020-06-22 08:57:50,0.44,52.58
EMP00040,IT Setup,2020-06-26 12:57:50,1.21,90.1
EMP00040,Training Module 1,2020-07-05 20:57:50,0.65,308.49
EMP00040,Training Module 2,2020-07-08 01:57:50,0.41,379.76
EMP00040,Welcome Package Distribution,2020-07-09 11:57:50,2.0,112.28
EMP00040,Feedback Collection,2020-07-22 16:57:50,1.3,83.83
EMP00041,First Week Check-in,2020-03-17 00:01:54,1.6,158.69
EMP00041,Introduction Session,2020-03-30 11:01:54,1.37,433.72
EMP00041,Complete Documentation,2020-04-04 16:01:54,1.29,410.61
EMP00041,IT Setup,2020-04-10 17:01:54,1.35,282.65
EMP00041,Training Module 1,2020-04-20 02:01:54,1.24,202.46
EMP00041,Training Module 2,2020-04-27 06:01:54,1.94,104.64
EMP00041,Welcome Package Distribution,2020-05-07 06:01:54,1.73,222.9
EMP00041,Feedback Collection,2020-05-15 10:01:54,0.99,360.63
EMP00042,First Week Check-in,2020-04-03 13:38:02,0.72,217.48
EMP00042,Introduction Session,2020-04-07 00:38:02,1.62,248.78
EMP00042,Complete Documentation,2020-04-17 03:38:02,1.81,173.51
EMP00042,IT Setup,2020-04-26 09:38:02,1.42,345.0
EMP00042,Training Module 1,2020-04-27 11:38:02,0.53,70.73
EMP00042,Training Module 2,2020-05-10 15:38:02,0.85,144.64
EMP00042,Welcome Package Distribution,2020-05-13 15:38:02,1.06,65.68
EMP00042,Feedback Collection,2020-05-18 03:38:02,1.68,401.78
EMP00043,First Week Check-in,2020-10-30 15:12:22,0.93,264.59
EMP00043,Introduction Session,2020-11-10 16:12:22,0.81,240.34
EMP00043,Complete Documentation,2020-11-23 18:12:22,0.69,417.66
EMP00043,IT Setup,2020-11-24 18:12:22,1.09,450.06
EMP00043,Training Module 1,2020-12-03 02:12:22,0.22,319.76
EMP00043,Training Module 2,2020-12-09 09:12:22,0.9,430.86
EMP00043,Welcome Package Distribution,2020-12-14 15:12:22,1.48,227.6
EMP00043,Feedback Collection,2020-12-18 16:12:22,1.0,234.45
EMP00044,First Week Check-in,2020-05-14 16:51:02,1.04,287.95
EMP00044,Introduction Session,2020-05-26 20:51:02,1.52,88.44
EMP00044,Complete Documentation,2020-06-09 20:51:02,1.27,447.62
EMP00044,IT Setup,2020-06-14 23:51:02,1.73,456.44
EMP00044,Training Module 1,2020-06-29 02:51:02,1.25,343.68
EMP00044,Training Module 2,2020-07-05 09:51:02,1.64,224.9
EMP00044,Welcome Package Distribution,2020-07-16 18:51:02,1.59,451.04
EMP00044,Feedback Collection,2020-07-22 21:51:02,0.23,289.78
EMP00045,First Week Check-in,2020-05-28 00:18:16,1.24,70.66
EMP00045,Introduction Session,2020-06-08 04:18:16,0.42,264.0
EMP00045,Complete Documentation,2020-06-19 14:18:16,0.14,467.42
EMP00045,IT Setup,2020-07-03 15:18:16,1.32,490.34
EMP00045,Training Module 1,2020-07-14 22:18:16,0.34,124.65
EMP00045,Training Module 2,2020-07-17 23:18:16,0.74,452.18
EMP00045,Welcome Package Distribution,2020-07-30 03:18:16,1.41,381.24
EMP00045,Feedback Collection,2020-08-11 06:18:16,0.16,284.24
EMP00046,First Week Check-in,2020-07-24 01:23:31,1.13,479.89
EMP00046,Introduction Session,2020-07-27 12:23:31,0.62,305.67
EMP00046,Complete Documentation,2020-08-11 15:23:31,1.49,256.94
EMP00046,IT Setup,2020-08-13 18:23:31,0.9,352.97
EMP00046,Training Module 1,2020-08-23 04:23:31,1.79,283.91
EMP00046,Training Module 2,2020-08-30 09:23:31,1.7,475.62
EMP00046,Welcome Package Distribution,2020-09-06 18:23:31,1.47,206.5
EMP00046,Feedback Collection,2020-09-21 02:23:31,0.91,239.38
EMP00047,First Week Check-in,2020-04-28 22:46:01,0.28,270.81
EMP00047,Introduction Session,2020-05-04 04:46:01,1.18,264.57
EMP00047,Complete Documentation,2020-05-17 15:46:01,1.82,386.54
EMP00047,IT Setup,2020-05-24 22:46:01,0.39,234.25
EMP00047,Training Module 1,2020-05-30 02:46:01,1.69,278.08
EMP00047,Training Module 2,2020-06-03 08:46:01,0.45,366.6
EMP00047,Welcome Package Distribution,2020-06-18 19:46:01,0.18,295.4
EMP00047,Feedback Collection,2020-06-19 22:46:01,0.85,121.56
EMP00048,First Week Check-in,2020-04-13 00:10:48,0.95,200.88
EMP00048,Introduction Session,2020-04-18 10:10:48,0.43,322.41
EMP00048,Complete Documentation,2020-04-23 22:10:48,0.59,89.73
EMP00048,IT Setup,2020-04-30 05:10:48,0.7,186.58
EMP00048,Training Module 1,2020-05-08 11:10:48,0.92,256.64
EMP00048,Training Module 2,2020-05-22 13:10:48,0.21,100.36
EMP00048,Welcome Package Distribution,2020-05-26 15:10:48,1.19,216.27
EMP00048,Feedback Collection,2020-06-02 20:10:48,0.73,406.29
EMP00049,First Week Check-in,2020-06-08 10:24:05,1.64,200.12
EMP00049,Introduction Session,2020-06-11 18:24:05,1.82,454.17
EMP00049,Complete Documentation,2020-06-13 05:24:05,0.68,182.56
EMP00049,IT Setup,2020-06-23 07:24:05,0.21,142.12
EMP00049,Training Module 1,2020-07-02 08:24:05,1.25,247.2
EMP00049,Training Module 2,2020-07-04 19:24:05,1.2,92.09
EMP00049,Welcome Package Distribution,2020-07-09 02:24:05,1.17,243.38
EMP00049,Feedback Collection,2020-07-10 07:24:05,1.37,147.44
EMP00050,First Week Check-in,2020-06-13 01:04:04,0.55,78.17
EMP00050,Introduction Session,2020-06-16 07:04:04,1.75,399.58
EMP00050,Complete Documentation,2020-06-29 13:04:04,1.22,337.53
EMP00050,IT Setup,2020-07-11 14:04:04,1.17,473.0
EMP00050,Training Module 1,2020-07-18 00:04:04,0.59,377.03
EMP00050,Training Module 2,2020-07-20 08:04:04,0.63,219.43
EMP00050,Welcome Package Distribution,2020-08-03 16:04:04,0.83,446.51
EMP00050,Feedback Collection,2020-08-08 18:04:04,1.69,199.97
EMP00051,First Week Check-in,2020-07-31 21:22:24,0.11,85.77
